"strain" "primers" "time" "mean" "sd" "experiment_ID"
"4518-13B" "oRG52_oRG53" 4 0.313691000150624 0.0358957523907246 14
"4994-89A" "oRG50_oRG51" 0 0 0 14
"4994-89A" "oRG50_oRG51" 1 0.894895038171661 0.0612486261079002 14
"4994-89A" "oRG50_oRG51" 2 0.911204042770093 0.0309626008426574 14
"4994-89A" "oRG50_oRG51" 4 0.951257099988627 0.090983158663894 14
"4994-89A" "oRG52_oRG53" 0 0 0 14
"4994-89A" "oRG52_oRG53" 1 0.0606943227551118 0.00799669100534285 14
"4994-89A" "oRG52_oRG53" 2 0.243195589582779 0.0414258797444019 14
"4994-89A" "oRG52_oRG53" 4 0.421437069055674 0.0409924090419796 14
"5415" "oRG50_oRG51" 0 0 0 14
"5415" "oRG50_oRG51" 1 0.545533786415566 0.123734898206132 14
"5415" "oRG50_oRG51" 2 0.75404536397847 0.0713032682278687 14
"5415" "oRG50_oRG51" 4 0.927228148500231 0.105740968225802 14
"5415" "oRG52_oRG53" 0 0 0 14
"5415" "oRG52_oRG53" 1 0.0979968754961588 0.0263820464307912 14
"5415" "oRG52_oRG53" 2 0.0698941957281117 0.00904432556926994 14
"5415" "oRG52_oRG53" 4 0.132288762465396 0.0200148962634187 14
"5983" "oRG50_oRG51" 0 0 0 14
"5983" "oRG50_oRG51" 1 0.855750842629629 0.0903179536612102 14
"5983" "oRG50_oRG51" 2 0.940714944640753 0.0449771954388246 14
"5983" "oRG50_oRG51" 4 0.932143280991329 0.100378470664618 14
"5983" "oRG52_oRG53" 0 0 0 14
"5983" "oRG52_oRG53" 1 0.06324533824576 0.0096668154413595 14
"5983" "oRG52_oRG53" 2 0.145877663081899 0.0208926798346424 14
"5983" "oRG52_oRG53" 4 0.299763656725156 0.0299520236639553 14
"5985" "oRG50_oRG51" 0 0 0 14
"5985" "oRG50_oRG51" 1 0.687162732956834 0.0802629998383798 14
"5985" "oRG50_oRG51" 2 0.841691482037568 0.0303068572031248 14
"5985" "oRG50_oRG51" 4 0.878017360689857 0.0712714807384812 14
"5985" "oRG52_oRG53" 0 0 0 14
"5985" "oRG52_oRG53" 1 0.0592921845415906 0.00789214725177267 14
"5985" "oRG52_oRG53" 2 0.0820927402408485 0.00821095710393096 14
"5985" "oRG52_oRG53" 4 0.207559885370585 0.014070983171347 14
"5986" "oRG50_oRG51" 0 0 0 14
"5986" "oRG50_oRG51" 1 0.82898338201481 0.0851244356094627 14
"5986" "oRG50_oRG51" 2 0.92800059856248 0.0353317276669047 14
"5986" "oRG50_oRG51" 4 0.93694642754314 0.104142138486507 14
"5986" "oRG52_oRG53" 0 0 0 14
"5986" "oRG52_oRG53" 1 0.0871659947877856 0.0114941918852002 14
"5986" "oRG52_oRG53" 2 0.133867346403478 0.0281217774919829 14
"5986" "oRG52_oRG53" 4 0.253115178441022 0.0196752354081781 14
"5987" "oRG50_oRG51" 0 0 0 14
"5987" "oRG50_oRG51" 1 0.877177623813413 0.146266147754501 14
"5987" "oRG50_oRG51" 2 0.923537948592014 0.0880541273260674 14
"5987" "oRG50_oRG51" 4 1.00101877345932 0.0924891434731317 14
"5987" "oRG52_oRG53" 0 0 0 14
"5987" "oRG52_oRG53" 1 0.105923410762699 0.0254292452626038 14
"5987" "oRG52_oRG53" 2 0.185805279838685 0.024074779614403 14
"5987" "oRG52_oRG53" 4 0.323789030326726 0.0233128778509062 14
"4518-13B" "oRG50_oRG51" 0 0 0 15
"4518-13B" "oRG50_oRG51" 1 0.977086584953579 0.0795326212938188 15
"4518-13B" "oRG50_oRG51" 2 0.95666087560556 0.043120170248443 15
"4518-13B" "oRG50_oRG51" 4 0.935118390614175 0.054454042470798 15
"4518-13B" "oRG52_oRG53" 0 0 0 15
"4518-13B" "oRG52_oRG53" 1 0.0979420146191653 0.0251285404376555 15
"4518-13B" "oRG52_oRG53" 2 0.340447003404518 0.0382575810004087 15
"4518-13B" "oRG52_oRG53" 4 0.510030836081607 0.0725441753377289 15
"5415" "oRG50_oRG51" 0 0 0 15
"5415" "oRG50_oRG51" 1 0.530203376777892 0.0639028646579678 15
"5415" "oRG50_oRG51" 2 0.880411778133063 0.10252265291817 15
"5415" "oRG50_oRG51" 4 0.96776522058293 0.05193744371797 15
"5415" "oRG52_oRG53" 0 0 0 15
"5415" "oRG52_oRG53" 1 0.120204823830057 0.0214525135023646 15
"5415" "oRG52_oRG53" 2 0.105210529691722 0.0234359551952649 15
"5415" "oRG52_oRG53" 4 0.137102662572 0.0232375988789164 15
"5983" "oRG50_oRG51" 0 0 0 15
"5983" "oRG50_oRG51" 1 0.801081709927427 0.0896437902476907 15
