"strain" "primers" "time" "mean" "sd" "experiment_ID"
"5415" "oRG46_oRG47" 4 0.831625141972987 0.0310384652633959 19
"5983" "oRG46_oRG47" 0 0 0.0815680487373306 19
"5983" "oRG46_oRG47" 1 0.610366464277995 0.0490955593196442 19
"5983" "oRG46_oRG47" 2 0.829702358329774 0.0182178736444327 19
"5983" "oRG46_oRG47" 4 0.876628340151387 0.0149001266292596 19
"5985" "oRG46_oRG47" 0 0 0.15774433789159 19
"5985" "oRG46_oRG47" 1 0.6059430457817 0.0685464404351028 19
"5985" "oRG46_oRG47" 2 0.880313814346528 0.0159995175248634 19
"5985" "oRG46_oRG47" 4 0.923130384463304 0.0101091828188025 19
"5986" "oRG46_oRG47" 0 0 0.0788955449398839 19
"5986" "oRG46_oRG47" 1 0.744988098994082 0.0342199267608407 19
"5986" "oRG46_oRG47" 2 0.888810385270437 0.0101734323910751 19
"5986" "oRG46_oRG47" 4 0.912707492343413 0.00711143321644513 19
"5987" "oRG46_oRG47" 0 0 0.260651694248604 19
"5987" "oRG46_oRG47" 1 0.549340461862179 0.0893392127604743 19
"5987" "oRG46_oRG47" 2 0.750625782283168 0.0494599087524279 19
"5987" "oRG46_oRG47" 4 0.774591915147021 0.0449315907940985 19
"4518-13B" "oRG46_oRG47" 0 0 0.292413157482841 20
"4518-13B" "oRG46_oRG47" 1 0.81884776284063 0.0390598843863225 20
"4518-13B" "oRG46_oRG47" 2 0.84436948695482 0.0373176221175981 20
"4518-13B" "oRG46_oRG47" 4 0.843018480119576 0.0348203527622509 20
"5415" "oRG46_oRG47" 0 0 0.129592089416084 20
"5415" "oRG46_oRG47" 1 0.548983816145625 0.054601164247906 20
"5415" "oRG46_oRG47" 2 0.658448750763131 0.0375187313934696 20
"5415" "oRG46_oRG47" 4 0.774403763071573 0.0340173502490111 20
"5983" "oRG46_oRG47" 0 0 0.212470813210581 20
"5983" "oRG46_oRG47" 1 0.633618412928872 0.0703673912454831 20
"5983" "oRG46_oRG47" 2 0.853168720017184 0.0249843515257406 20
"5983" "oRG46_oRG47" 4 0.877192099050996 0.0218077198252316 20
"5985" "oRG46_oRG47" 0 0 0.127688777226717 20
"5985" "oRG46_oRG47" 1 0.587489798592745 0.0548141867993697 20
"5985" "oRG46_oRG47" 2 0.843015668220274 0.0259681051017171 20
"5985" "oRG46_oRG47" 4 0.890848315513415 0.0168058452923026 20
"5986" "oRG46_oRG47" 0 0 0.0971637211485981 20
"5986" "oRG46_oRG47" 1 0.707880343522888 0.0250633702216995 20
"5986" "oRG46_oRG47" 2 0.848532384425473 0.0212423096923195 20
"5986" "oRG46_oRG47" 4 0.858468175671229 0.0202585808276675 20
"5987" "oRG46_oRG47" 0 0 0.113506261001402 20
"5987" "oRG46_oRG47" 1 0.438369933878962 0.0532811689328615 20
"5987" "oRG46_oRG47" 2 0.576981451857395 0.0508834340614902 20
"5987" "oRG46_oRG47" 4 0.63584938321341 0.0491517910561417 20
"4518-13B" "oRG46_oRG47" 0 0 0.232753165088289 21
"4518-13B" "oRG46_oRG47" 1 0.918176830650125 0.0169272066499809 21
"4518-13B" "oRG46_oRG47" 2 0.905938205169535 0.0159240889686526 21
"4518-13B" "oRG46_oRG47" 4 0.90102632299523 0.0187896710540965 21
"4822-3C" "oRG46_oRG47" 0 0 0.0861612043962113 21
"4822-3C" "oRG46_oRG47" 1 0.844160177729925 0.0258191025865704 21
"4822-3C" "oRG46_oRG47" 2 0.874261801222921 0.0262557539537048 21
"4822-3C" "oRG46_oRG47" 4 0.892213894389098 0.0144551518578307 21
"4994-89A" "oRG46_oRG47" 0 0 0.188243122648156 21
"4994-89A" "oRG46_oRG47" 1 0.867828465140448 0.0217327738938535 21
"4994-89A" "oRG46_oRG47" 2 0.900186139133137 0.0211131646988459 21
"4994-89A" "oRG46_oRG47" 4 0.933766274602405 0.00970010518471194 21
"4518-13B" "oRG46_oRG47" 0 0 0.393042678215253 23
"4518-13B" "oRG46_oRG47" 1 0.902630370853095 0.0340246126293259 23
"4518-13B" "oRG46_oRG47" 2 0.901477368349608 0.0321393422255723 23
"4518-13B" "oRG46_oRG47" 4 0.915490069289755 0.0275380204611955 23
"4822-3C" "oRG46_oRG47" 0 0 0.217870207793704 23
"4822-3C" "oRG46_oRG47" 1 0.802154054595515 0.0327386874223459 23
"4822-3C" "oRG46_oRG47" 2 0.916596416149862 0.0150723598816634 23
"4822-3C" "oRG46_oRG47" 4 0.909169911556461 0.0188526915330371 23
"4994-89A" "oRG46_oRG47" 0 0 0.195490923821469 23
"4994-89A" "oRG46_oRG47" 1 0.768403432454326 0.0596362630366925 23
"4994-89A" "oRG46_oRG47" 2 0.886858040910297 0.016239905456518 23
"4994-89A" "oRG46_oRG47" 4 0.916573217358767 0.0136646221795291 23
"4518-13B" "oRG46_oRG47" 0 0 0.292913114297016 24
"4518-13B" "oRG46_oRG47" 1 0.916438576449312 0.0204742515668666 24
"4518-13B" "oRG46_oRG47" 2 0.912979886710581 0.0201774812991809 24
"4518-13B" "oRG46_oRG47" 4 0.912990372395363 0.0268730548721487 24
"4822-3C" "oRG46_oRG47" 0 0 0.22860414944102 24
"4822-3C" "oRG46_oRG47" 1 0.813398696796743 0.0396818445975715 24
"4822-3C" "oRG46_oRG47" 2 0.881870886332088 0.0215834069779527 24
"4822-3C" "oRG46_oRG47" 4 0.890544695337015 0.0212908154286204 24
"4994-89A" "oRG46_oRG47" 0 0 0.27218425258314 24
"4994-89A" "oRG46_oRG47" 1 0.774344377459315 0.0660824907887883 24
"4994-89A" "oRG46_oRG47" 2 0.891318312854877 0.0291705721089167 24
"4994-89A" "oRG46_oRG47" 4 0.933912594435534 0.0132255503407008 24
